fight_id,event_id,event_name,event_date,event_location,weight_class,title_fight,winner_id,result_status,method,finish_round,finish_time,time_format,referee,details,bonuses,r_fighter_id,r_fighter_name,r_fighter_nick_name,r_height,r_weight_lbs,r_reach_inches,r_stance,r_dob,r_slpm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_acc,r_td_def,r_sub_avg,b_fighter_id,b_fighter_name,b_fighter_nick_name,b_height,b_weight_lbs,b_reach_inches,b_stance,b_dob,b_slpm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_acc,b_td_def,b_sub_avg,r_total_kd,b_total_kd,r_total_sig_landed,r_total_sig_atmp,b_total_sig_landed,b_total_sig_atmp,r_total_total_str_landed,r_total_total_str_atmp,b_total_total_str_landed,b_total_total_str_atmp,r_total_td_success,r_total_td_atmp,b_total_td_success,b_total_td_atmp,r_total_sub_att,b_total_sub_att,r_total_rev,b_total_rev,r_total_sig_str_landed_head,r_total_sig_str_atmp_head,b_total_sig_str_landed_head,b_total_sig_str_atmp_head,r_total_sig_str_landed_body,r_total_sig_str_atmp_body,b_total_sig_str_landed_body,b_total_sig_str_atmp_body,r_total_sig_str_landed_leg,r_total_sig_str_atmp_leg,b_total_sig_str_landed_leg,b_total_sig_str_atmp_leg,r_total_sig_str_landed_distance,r_total_sig_str_atmp_distance,b_total_sig_str_landed_distance,b_total_sig_str_atmp_distance,r_total_sig_str_landed_clinch,r_total_sig_str_atmp_clinch,b_total_sig_str_landed_clinch,b_total_sig_str_atmp_clinch,r_total_sig_str_landed_ground,r_total_sig_str_atmp_ground,b_total_sig_str_landed_ground,b_total_sig_str_atmp_ground,r_total_ctrl_seconds,b_total_ctrl_seconds,rounds_fought
5355fd4a2598f679,58bc81376286b3d3,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 29 - 28. Doug Crosby 27 - 30. Cardo Urso 28 - 29.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,8355922d564b152c,Nate Diaz,,"6' 0""",170,76,Southpaw,1985-04-16,4.57,45,3.77,52,1.05,30,41,1.3,0,0,41,142,70,251,53,154,77,259,0,0,0,3,0,0,0,0,29,123,49,214,11,15,9,22,1,4,12,15,34,126,67,243,7,16,3,8,0,0,0,0,11,0,3
9dd931fd20d6c886,3c241737a6069b9f,UFC 160: Velasquez vs Silva 2,2013-05-25,"Las Vegas, Nevada, USA",Lightweight,0,a26198ba5093147e,win,KO/TKO,1,2:07,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,Knockout of the Night,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,a26198ba5093147e,TJ Grant,,"5' 10""",155,72,Orthodox,1984-02-26,3.95,54,3.21,56,1.63,43,36,0.6,0,3,13,28,26,52,13,28,29,55,0,0,0,0,0,0,0,0,13,27,22,48,0,1,4,4,0,0,0,0,12,26,10,24,1,2,12,19,0,0,4,9,0,15,1
f484290346cfcf73,054defd5420a551f,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sal D'amato 27 - 30. Cecil Peoples 27 - 30. David Ginsberg 28 - 29.,,cb139171ed1b69fe,Kenny Florian,KenFlo,"5' 10""",145,74,Southpaw,1976-05-26,2.41,40,1.85,63,2.22,33,60,1.3,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,0,0,14,63,15,53,33,85,47,86,0,0,5,7,0,0,0,0,7,50,12,49,4,9,3,4,3,4,0,0,11,60,4,32,2,2,0,1,1,1,11,20,0,399,3
91bb64656e13a1d4,d1152823307d7e7c,UFC 125: Resolution,2011-01-01,"Las Vegas, Nevada, USA",Lightweight,1,,draw,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Marcos Rosales 46 - 48. Glenn Trowbridge 48 - 46. Patricia Morse-Jarman 47 - 47.,Fight of the Night,f2688492b9a525a3,Frankie Edgar,The Answer,"5' 6""",135,68,Orthodox,1981-10-16,3.77,40,2.82,65,2.29,31,65,0.3,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,0,3,95,226,71,212,97,228,93,236,3,11,3,17,2,1,0,0,62,173,62,198,20,37,8,13,13,16,1,1,86,211,56,186,6,12,7,10,3,3,8,16,85,134,5
8a660069ae42edc2,7d5b12de1625984e,UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Lightweight,1,f2688492b9a525a3,win,KO/TKO,4,3:54,5 Rnd (5-5-5-5-5),Josh Rosenthal,Punches to Head At Distance,Knockout of the Night,f2688492b9a525a3,Frankie Edgar,The Answer,"5' 6""",135,68,Orthodox,1981-10-16,3.77,40,2.82,65,2.29,31,65,0.3,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,1,1,61,176,42,170,64,179,52,180,0,11,0,2,0,0,0,0,39,137,36,158,9,22,4,9,13,17,2,3,57,168,32,153,1,4,8,14,3,4,2,3,15,16,4
88c2da7b33cca8d4,23bd78c3f89bdb54,The Ultimate Fighter: Redemption Finale,2017-07-07,"Las Vegas, Nevada, USA",Featherweight,0,7d96bc577e5178b2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 26 - 30. Junichiro Kamijo 26 - 30. Tony Weeks 26 - 30.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,88cd34d836b4ebcd,Teruto Ishihara,Yashabo,"5' 7""",135,69,Southpaw,1991-07-23,3.26,44,3.63,53,0.5,16,30,0.0,0,0,16,24,8,13,37,46,14,19,11,11,0,0,2,0,0,0,8,15,3,7,8,9,5,6,0,0,0,0,1,3,4,8,3,4,3,4,12,17,1,1,777,6,3
27868eac1d141498,c670aa48827d6be6,UFC 90: Silva vs Cote,2008-10-25,"Rosemont, Illinois, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Frederickson,Anthony Bailes 27 - 30. Robert Hecko 27 - 30. Gabriel Sabaitis 27 - 30.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,7d21de9c6d7c98b2,Rich Clementi,No Love,"5' 9""",155,72,Southpaw,1976-03-31,1.43,37,2.29,60,1.72,42,25,1.1,0,0,22,61,7,42,66,111,20,57,5,7,0,0,2,0,0,1,17,55,3,37,5,6,0,1,0,0,4,4,14,46,5,32,2,2,0,6,6,13,2,4,581,14,3
cf18911df2052826,bc7f7f0ba3db74d2,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Lightweight,0,df1eb4354d18a906,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30. Dave Tirelli 27 - 30. Chris Lee 26 - 30.,,df1eb4354d18a906,Scott Holtzman,Hot Sauce,"5' 9""",155,69,Orthodox,1983-09-30,4.32,47,3.66,55,1.88,56,67,0.2,443f60bec7c3c3d5,Michael McBride,,"6' 1""",155,,Orthodox,1986-03-09,4.08,48,5.85,40,1.85,42,30,1.2,1,0,104,190,83,172,109,198,140,236,2,4,3,6,0,2,2,1,70,136,50,127,8,22,19,29,26,32,14,16,64,127,73,149,4,6,3,8,36,57,7,15,405,56,3
804eff79a58ad250,33e33d51f289d2a1,UFC Fight Night: Swick vs Burkman,2008-01-23,"Las Vegas, Nevada, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Patricia Morse-Jarman 28 - 29. Nelson Hamilton 27 - 30. Lester Griffin 28 - 29.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,5f87a5c00b3d17ed,Dennis Siver,,"5' 6""",145,70,Orthodox,1979-01-13,3.87,32,2.67,65,0.87,32,65,0.3,1,0,26,66,16,40,79,129,155,198,2,2,1,2,3,0,2,1,23,62,11,33,3,4,2,3,0,0,3,4,4,16,14,32,2,4,1,3,20,46,1,5,646,154,3
190c61d5a67018b5,b9e871af730f826c,UFC Fight Night: Florian vs Lauzon,2008-04-02,"Broomfield, Colorado, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adam Martinez,Tony Weeks 27 - 30. Cecil Peoples 27 - 30. Mark Van Tine 27 - 30.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,f2688492b9a525a3,Frankie Edgar,The Answer,"5' 6""",135,68,Orthodox,1981-10-16,3.77,40,2.82,65,2.29,31,65,0.3,0,0,19,65,26,75,27,74,31,80,9,10,1,5,0,0,0,0,15,58,20,69,4,7,3,3,0,0,3,3,12,54,18,63,4,6,8,12,3,5,0,0,377,32,3
c86702c01c4cfee2,f341f9551ba744e2,UFC Fight Night: Thomas vs Florian,2007-09-19,"Las Vegas, Nevada, USA",Lightweight,0,7d96bc577e5178b2,win,KO/TKO,1,0:09,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,c6d8ae3b016d5ad5,Joe Veres,,"5' 7""",155,,Orthodox,1977-11-09,0.0,0,5.55,27,0.0,0,0,0.0,1,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,2,0,1
53343bd123bcf651,e7ec11096eac0282,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,"Las Vegas, Nevada, USA",Lightweight,0,,no_contest,Could Not Continue,2,0:39,3 Rnd (5-5-5),Steve Mazzagatti,Double TKO,Fight of the Night,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,dc0f07928009a127,Rob Emerson,The Saint,"5' 9""",155,70,Orthodox,1981-07-30,2.5,30,2.83,64,2.02,52,65,0.4,0,0,20,36,3,11,33,50,8,17,2,2,1,1,1,1,1,0,13,29,3,11,7,7,0,0,0,0,0,0,4,8,2,5,3,9,1,6,13,19,0,0,265,10,2
b4a81d7eb4e42c1c,a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Lightweight,0,7d96bc577e5178b2,win,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 29 - 28. Cecil Peoples 27 - 30. Glenn Trowbridge 27 - 30.,,7d96bc577e5178b2,Gray Maynard,,"5' 9""",155,70,Orthodox,1979-05-09,1.92,32,2.64,66,2.91,47,81,0.7,daf1b84aebd6602b,Roger Huerta,El Matador,"5' 9""",155,70,Orthodox,1983-05-20,3.64,36,2.33,56,2.13,46,52,0.5,0,0,23,79,40,166,43,100,62,192,3,7,0,0,1,0,0,0,19,74,22,134,4,5,5,14,0,0,13,18,19,73,31,152,3,5,8,13,1,1,1,1,194,60,3
998dd29dad3e5e07,5669b828e7e11329,Mass Destruction 15,2004-02-21,,Bout,0,cb139171ed1b69fe,win,Submission,1,1:57,3 Rnd (5-5-5),,Kimura From Side Control,,cb139171ed1b69fe,Kenny Florian,KenFlo,"5' 10""",145,74,Southpaw,1976-05-26,2.41,40,1.85,63,2.22,33,60,1.3,ef6f45095119d416,Bobby McAndrews,,,,,Orthodox,,2.56,83,1.03,50,0.0,0,33,7.7,0,0,2,4,5,6,2,4,7,8,2,3,0,1,3,1,0,0,1,3,1,2,1,1,4,4,0,0,0,0,0,0,0,1,1,1,5,5,1,3,0,0,0,0,1
678eda89a096dde8,026b4f7049085842,UFC 304: Edwards vs. Muhammad 2,2024-07-27,"Manchester, England, United Kingdom",Women's Strawweight,0,7138a15258dabf20,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 27 - 30. Clemens Werner 27 - 30. Anders Ohlsson 28 - 29.,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,7138a15258dabf20,Bruna Brasil,,"5' 6""",115,65,Orthodox,1993-09-07,2.56,57,3.75,52,1.23,52,57,0.1,0,0,32,56,44,74,57,84,63,99,2,7,3,3,0,0,0,1,19,38,20,46,11,15,22,24,2,3,2,4,28,52,32,56,2,2,8,9,2,2,4,9,211,335,3
b5b4b69bccb9ff4a,cc2ad11b1f9d818b,UFC Fight Night: Edwards vs. Brady,2025-03-22,"London, England, United Kingdom",Women's Strawweight,0,545092d13c67aa49,win,Submission,1,4:32,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke,Performance of the Night,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,545092d13c67aa49,Alexia Thainara,Burguesinha,"5' 4""",115,67,Orthodox,1995-11-20,4.8,47,2.76,55,3.95,53,100,1.4,0,0,9,21,11,21,14,28,17,32,0,0,1,1,0,2,0,0,6,17,7,13,2,3,1,2,1,1,3,6,4,11,6,14,0,0,0,0,5,10,5,7,0,204,1
93da91272d4a7ce3,b3b6e80b7d5f8f0d,UFC 281: Adesanya vs. Pereira,2022-11-12,"New York City, New York, USA",Women's Flyweight,0,669970f7feba8ecd,win,Submission,1,3:37,3 Rnd (5-5-5),Kevin MacDonald,Kimura From Side Control,,669970f7feba8ecd,Erin Blanchfield,Cold Blooded,"5' 4""",125,66,Orthodox,1999-05-04,5.24,44,4.25,58,1.96,34,78,0.9,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,0,0,25,38,7,13,93,115,7,13,1,1,0,0,2,0,0,0,22,34,2,7,1,2,3,3,2,2,2,3,7,19,7,13,0,0,0,0,18,19,0,0,168,0,1
d4ace70b3661ee6c,cce79e827569f26e,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,"Las Vegas, Nevada, USA",Women's Strawweight,0,51018a31ddf31eb2,win,Submission,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount,Performance of the Night,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,d7e40dca3ae125be,Diana Belbita,The Warrior Princess,"5' 7""",125,68,Orthodox,1996-06-26,6.45,41,6.55,51,0.86,62,64,0.0,0,0,42,91,29,77,43,92,29,77,2,2,0,0,1,0,0,0,27,71,9,46,14,19,13,23,1,1,7,8,34,76,24,72,2,4,5,5,6,11,0,0,68,0,1
9b1386a28b81bcd5,2dc7f1762dc0a7ef,UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",Lightweight,0,6fb1ba67bef41b37,win,KO/TKO,2,4:17,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Back Control,,6fb1ba67bef41b37,Nik Lentz,The Carny,"5' 8""",145,68,Orthodox,1984-08-13,3.44,47,3.25,50,3.3,32,43,1.2,443f60bec7c3c3d5,Michael McBride,,"6' 1""",155,,Orthodox,1986-03-09,4.08,48,5.85,40,1.85,42,30,1.2,0,0,38,50,16,31,80,97,42,65,5,6,0,1,1,0,0,0,32,43,10,22,5,5,1,3,1,2,5,6,10,19,14,27,2,2,0,1,26,29,2,3,439,31,2
db7e0a8b1c653ad9,b9aa7d230865b5fe,Road to UFC 3.5 + 3.6,2024-08-23,,Women's Flyweight,0,2a9f9db24cd032ba,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 27 - 30. Eric Colon 27 - 29. Sal D'amato 27 - 30.,,5c9c2e247c836b67,Yan Qihui,Queen Kong,"5' 3""",125,62,Orthodox,1996-10-21,4.38,46,5.06,54,3.68,69,62,0.0,2a9f9db24cd032ba,Danni McCormack,Mac,"5' 4""",125,62,Southpaw,1990-03-15,6.93,51,4.53,60,6.0,42,50,2.0,0,0,68,173,104,202,78,188,116,223,1,2,6,14,0,2,0,0,37,133,63,140,10,12,33,47,21,28,8,15,65,160,83,167,3,13,3,8,0,0,18,27,18,275,3
743a04674ab72ee0,1174782eacde9b0c,UFC Fight Night: Aspinall vs. Tybura,2023-07-22,"London, England, United Kingdom",Women's Flyweight,0,a78a87d8c2bbb1cb,win,Submission,1,1:55,3 Rnd (5-5-5),Jason Herzog,Armbar From Guard,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,a78a87d8c2bbb1cb,Julija Stoliarenko,,"5' 7""",125,66,Orthodox,1993-04-08,2.74,38,4.45,46,0.78,20,54,1.4,0,0,6,16,9,29,6,16,9,29,0,0,1,1,0,1,0,0,1,11,4,20,4,4,2,3,1,1,3,6,6,16,9,29,0,0,0,0,0,0,0,0,7,19,1
a57969d4ba7d4a79,319c15b8aac5bfde,UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Women's Flyweight,0,51018a31ddf31eb2,win,KO/TKO,1,3:52,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance,Performance of the Night,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,26e3f3928b1891d9,Hannah Goldy,24K,"5' 4""",115,61,Orthodox,1992-05-18,5.19,47,4.67,50,0.66,12,54,0.2,1,0,24,52,9,33,29,57,9,33,0,1,0,5,0,0,0,0,20,46,5,26,3,5,3,3,1,1,1,4,19,45,6,27,2,2,3,6,3,5,0,0,10,70,1
06c0c7dda5a5909d,b9532d815060de7f,UFC Fight Night: Brunson vs. Till,2021-09-04,"Las Vegas, Nevada, USA",Women's Flyweight,0,51018a31ddf31eb2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29.,Fight of the Night,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,a20f234df70f2182,Ji Yeon Kim,Firefist,"5' 7""",125,72,Orthodox,1989-10-18,5.37,36,5.41,56,0.0,0,50,0.1,0,0,127,272,122,361,130,275,134,374,2,3,0,2,0,0,0,0,110,249,87,316,16,22,24,33,1,1,11,12,126,270,114,349,1,2,6,10,0,0,2,2,47,155,3
baf17e5e1fe1c744,3ae10ac4df3df05c,UFC Fight Night: Reyes vs. Weidman,2019-10-18,"Boston, Massachusetts, USA",Women's Flyweight,0,51018a31ddf31eb2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bryan Miner,David Ginsberg 25 - 30. Chris Lee 25 - 30. Dave Tirelli 25 - 30.,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,d7e40dca3ae125be,Diana Belbita,The Warrior Princess,"5' 7""",125,68,Orthodox,1996-06-26,6.45,41,6.55,51,0.86,62,64,0.0,0,0,113,238,98,252,126,252,104,260,5,14,1,1,1,0,0,0,86,199,58,201,17,24,23,31,10,15,17,20,73,177,76,219,8,14,18,29,32,47,4,4,219,86,3
a2f4acc81f7886a2,80eacd4da0617c57,UFC Fight Night: Till vs. Masvidal,2019-03-16,"London, England, United Kingdom",Women's Flyweight,0,51018a31ddf31eb2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 28 - 29. Howard Hughes 28 - 29. Paul Sutherland 28 - 29.,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,b1e5bcaad32a3cac,Priscila Cachoeira,Zombie Girl,"5' 7""",135,65,Orthodox,1988-08-19,4.35,44,7.45,45,0.37,50,69,0.0,0,0,107,197,75,234,110,200,77,238,2,11,0,0,2,0,1,0,81,167,54,206,13,16,15,21,13,14,6,7,90,169,68,222,12,21,7,12,5,7,0,0,74,67,3
326c3eaa1e9e3dc4,f5990c11974d8e9c,UFC Fight Night: Thompson vs. Till,2018-05-27,"Liverpool, England, United Kingdom",Women's Flyweight,0,38c7f72747f4f712,win,Submission,2,2:05,3 Rnd (5-5-5),Neil Hall,"Rear Naked Choke
      Technical Submission",,38c7f72747f4f712,Gillian Robertson,The Savage,"5' 5""",115,63,Orthodox,1995-05-17,2.71,48,2.86,56,2.76,40,38,0.9,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,0,0,17,50,10,33,26,60,10,33,2,4,0,0,1,0,0,0,16,49,10,32,0,0,0,1,1,1,0,0,5,34,10,33,0,0,0,0,12,16,0,0,272,2,2
15def71ff1679e06,18f5669a92e99d92,UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight,0,f7467152fd9f18a2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,David Lethaby 27 - 30. Anders Ohlsson 27 - 30. Lukasz Bosacki 26 - 30.,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,f7467152fd9f18a2,Taila Santos,,"5' 6""",125,68,Orthodox,1993-06-22,3.39,48,2.64,58,2.0,76,86,1.1,0,0,48,106,57,143,67,125,75,164,0,4,5,7,0,1,0,0,25,79,24,90,13,17,21,36,10,10,12,17,43,96,34,113,5,10,12,13,0,0,11,17,56,473,3
ed6a02c8dcc6f922,132f860d02953f4c,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,"Montreal, Quebec, Canada",Heavyweight,0,ebc1f40e00e0c481,win,KO/TKO,1,3:55,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,,ebc1f40e00e0c481,Stefan Struve,Skyscraper,"6' 11""",265,84,Orthodox,1988-02-18,3.12,47,4.04,46,0.56,46,55,1.7,008dc37cca279def,Sean McCorkle,,"6' 7""",265,81,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,0,0,11,19,4,9,18,27,8,13,0,0,1,1,0,2,1,0,11,19,4,9,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,10,15,4,8,16,188,1
d65da3a3bc675449,a1153013cb5f628f,UFC Fight Night: Overeem vs. Volkov,2021-02-06,"Las Vegas, Nevada, USA",Women's Flyweight,0,e99821959a840bb8,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 29. Chris Lee 28 - 29. Jerin Valel 27 - 30.,,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,e99821959a840bb8,Lara Procopio,,"5' 4""",125,67,Orthodox,1995-11-14,5.64,58,6.5,47,3.15,47,50,0.3,0,0,37,47,36,58,71,83,85,113,0,0,7,9,1,1,0,0,17,25,20,39,13,14,11,12,7,8,5,7,21,28,19,39,11,12,9,11,5,7,8,8,50,703,3
774f7eed6b0180be,8a59d346dc976a10,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Heavyweight,0,80779d7441af1b52,win,Submission,2,4:10,3 Rnd (5-5-5),Anthony Hamlett,"Guillotine Choke Standing
      Technical Submission",,008dc37cca279def,Sean McCorkle,,"6' 7""",265,81,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,80779d7441af1b52,Christian Morecraft,,"6' 6""",260,81,Orthodox,1986-09-08,2.82,34,2.46,46,3.26,66,50,2.2,0,0,8,14,22,46,12,19,64,96,1,2,1,2,0,2,0,1,6,12,16,40,2,2,3,3,0,0,3,3,5,10,4,17,0,1,3,4,3,3,15,25,78,366,2
fa98e2b8dceca9bb,b16a7e6a627e9789,UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",Women's Flyweight,0,51018a31ddf31eb2,win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jimmy Neely,Nikki Messer 27 - 30. Kevin James 27 - 30. Derek Cleary 27 - 30.,,6551c64fbcd1a467,Ariane da Silva,Queen of Violence,"5' 6""",125,67,Orthodox,1994-01-26,4.05,41,4.4,50,0.47,38,68,0.3,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,0,0,68,271,108,213,68,271,109,214,0,0,2,2,0,0,0,0,33,217,66,162,20,35,9,12,15,19,33,39,65,264,96,194,2,3,4,4,1,4,8,15,2,43,3
8c082a3c69e2d192,9bcf8603ceb25680,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,"Las Vegas, Nevada, USA",Ultimate Fighter 11 Middleweight Tournament,1,523fa774700d7d3f,win,Submission,2,3:41,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke,Submission of the Night,523fa774700d7d3f,Court McGee,The Crusher,"5' 11""",170,75,Orthodox,1984-12-12,4.5,36,3.65,60,1.78,24,70,0.5,baed16f18348908e,Kris McCray,Savage,"6' 0""",170,76,Orthodox,1981-09-24,2.69,45,2.57,54,2.88,55,38,0.0,0,0,22,59,19,66,47,84,49,96,5,7,0,0,1,0,0,0,16,51,11,53,4,6,7,11,2,2,1,2,9,37,10,50,6,13,9,16,7,9,0,0,326,0,2
5a878a6bebc973d7,1d00756835ca67c9,UFC Fight Night: Volkov vs. Aspinall,2022-03-19,"London, England, United Kingdom",Women's Flyweight,0,51018a31ddf31eb2,win,KO/TKO,3,1:52,3 Rnd (5-5-5),Daniel Movahedi,Spinning Back Elbow to Head At Distance,Performance of the Night,51018a31ddf31eb2,Molly McCann,Meatball,"5' 4""",115,62,Orthodox,1990-05-04,5.28,49,4.65,62,1.78,36,38,0.5,528b071cf3da7c56,Luana Carolina,Dread,"5' 6""",135,69,Orthodox,1993-06-11,4.65,51,3.46,51,0.3,37,68,0.6,1,0,85,159,64,132,99,174,76,144,2,2,0,0,0,0,0,0,52,118,26,88,28,36,33,39,5,5,5,5,69,139,47,113,14,18,17,19,2,2,0,0,270,27,3
